"House","Title","ImageUrl","SavedAs","PostUrl"
"M","MIND GAMES - THE FORWARD","https://zgoperfumery.com/cdn/shop/files/Mind_Games_THE_FORWARD_2.jpg?v=1750622769&width=2000","M-MIND-GAMES---THE-FORWARD.jpg","https://www.dufteriet.no/2025/08/mind-games-forward.html"
"M","MITH - MYSTERY FOR HIM","https://product.hstatic.net/200000201387/product/15_82a06c156dbc457186fa5242e6857784_master.jpg","M-MITH---MYSTERY-FOR-HIM.jpg","https://www.dufteriet.no/2025/08/mith-mystery-for-him.html"
"M","MONTBLANC EXPLORER EDP","https://mcgrocer.com/cdn/shop/files/montblanc-explorer-eau-de-parfum-60ml-40819119784174.jpg?v=1743869127","M-MONTBLANC-EXPLORER-EDP.jpg","https://www.dufteriet.no/2025/08/blog-post.html"
"M","MONTBLANC EXPLORER EXTREME","https://fimgs.net/himg/o.Skz5RgUWGHW.jpg","M-MONTBLANC-EXPLORER-EXTREME.jpg","https://www.dufteriet.no/2025/08/montblanc-explorer-extreme.html"
"N","NASOMATTO - BARAONDA","https://parfumexquis.com/cdn/shop/files/BaraondaNasomatto_2.jpg?v=1743698976&width=1400","N-NASOMATTO---BARAONDA.jpg","https://www.dufteriet.no/2025/08/nasomatto-baraonda.html"
"N","NASOMATTO - BLAMAGE","https://u-mercari-images.mercdn.net/photos/m49707481668_2.jpg","N-NASOMATTO---BLAMAGE.jpg","https://www.dufteriet.no/2025/08/nasomatto-blamage.html"
"N","NISHANE - B-612","https://cdn4.beautinow.com/wp-content/uploads/2023/08/700.2.jpg","N-NISHANE---B-612.jpg","https://www.dufteriet.no/2025/08/nishane-b-612.html"
"N","NISHANE - EGE","https://cdn4.beautinow.com/wp-content/uploads/2023/08/EGE-Extrait-de-Parfum-1.jpg","N-NISHANE---EGE.jpg","https://www.dufteriet.no/2025/08/nishane-ege.html"
"N","NISHANE - HUNDRED SILENT WAYS","https://myer-media.com.au/wcsstore/MyerCatalogAssetStore/images/15/151/1449/100/1/137987380/137987380_5_720x928.webp?w=1920&q=75","N-NISHANE---HUNDRED-SILENT-WAYS.webp","https://www.dufteriet.no/2025/08/nishane-hundred-silent-ways.html"
"N","NISHANE - HUNDRED SILENT WAYS X","https://www.mazaya.eg/media/catalog/product/8/6/8683608071041_2_.jpg?store=en&image-type=image","N-NISHANE---HUNDRED-SILENT-WAYS-X.jpg","https://www.dufteriet.no/2025/08/nishane-hundred-silent-ways-x.html"
"N","NISHANE - KARAGOZ","https://fredrikoglouisa.no/wp-content/uploads/2023/08/8681008055401_5.jpg","N-NISHANE---KARAGOZ.jpg","https://www.dufteriet.no/2025/08/nishane-karagoz.html"
"N","NISHANE - MANA","https://alphagrooming.no/cdn/shop/files/0400017245918_NOCOLOR_A4_312ccc97-349a-4cb8-ad40-c0b68bd6b597_1800x1800.png?v=1714392794","N-NISHANE---MANA.png","https://www.dufteriet.no/2025/08/nishane-mana.html"
"N","NISHANE - WULONG CHA X","https://cdn4.beautinow.com/wp-content/uploads/2024/05/22-1.webp","N-NISHANE---WULONG-CHA-X.webp","https://www.dufteriet.no/2025/08/nishane-wulong-cha-x.html"
"N","NISHANE - ZENNE","https://cdn4.beautinow.com/wp-content/uploads/2024/03/Zenne-Extrait-de-Parfum-50ml-2.jpg","N-NISHANE---ZENNE.jpg","https://www.dufteriet.no/2025/08/nishane-zenne.html"
"N","NOBILE 1942 - IL CAPRICCIO DEL MAESTRO","https://www.lajeteeperfumery.com/cdn/shop/files/IMG-5278_1080x.jpg?v=1700514848","N-NOBILE-1942---IL-CAPRICCIO-DEL-MAESTRO.jpg","https://www.dufteriet.no/2025/08/nobile-1942-il-capriccio-del-maestro.html"
"O","ORTO PARISI - BOCCANERA","https://www.perfumelounge.eu/_next/image?url=https%3A%2F%2Fmedia.perfumelounge.eu%2Ffile%2Fperfumelounge%2Fperfumelounge%2Foriginal_images%2FOrto_Parisi_-_Boccanera_extrait_de_parfum_50_ml_2.jpg&w=3840&q=75","O-ORTO-PARISI---BOCCANERA.jpg","https://www.dufteriet.no/2025/08/orto-parisi-boccanera.html"
"O","ORTO PARISI - BRUTUS","https://www.woodberg.de/cdn/shop/files/Orto-Parisi-Brutus-02_5ff1c958-d8c3-44aa-a3d3-c66354a943f0.jpg?v=1720131767&width=1000","O-ORTO-PARISI---BRUTUS.jpg","https://www.dufteriet.no/2025/08/orto-parisi-brutus.html"
"O","ORTO PARISI - CUOIUM","https://static.wixstatic.com/media/1c0814_c82dfe9bfb33482c92445ec6779d8cb7~mv2.jpg/v1/fill/w_1000,h_1000,al_c,q_85,usm_0.66_1.00_0.01/1c0814_c82dfe9bfb33482c92445ec6779d8cb7~mv2.jpg","O-ORTO-PARISI---CUOIUM.jpg","https://www.dufteriet.no/2025/08/orto-parisi-cuoium.html"
"O","ORTO PARISI - STERCUS","https://www.giraofertas.com.br/wp-content/uploads/2024/10/Stercus-Orto-Parisi-Parfum-05.jpg","O-ORTO-PARISI---STERCUS.jpg","https://www.dufteriet.no/2025/08/orto-parisi-stercus.html"
"P","PANA DORA - AQUA DE DORA","https://www.frmoda.com/media/catalog/product/e/2/e2e404b8e03f7a995ef4f98a40e066e5729815fb90191236c056e52c67de7c17.jpeg?quality=90&fit=bounds&height=840&width=700&canvas=700:840","P-PANA-DORA---AQUA-DE-DORA.jpeg","https://www.dufteriet.no/2025/08/pana-dora-aqua-de-dora.html"
"P","PANA DORA - FOREVER LOVE","https://www.pmprofumeria.it/wp-content/uploads/2024/06/pana-dora-forever-love-eau-de-parfum-unisex-pm-profumeria-niche-lecce-concessionario-ufficiale-nose-ibrahim-al-zoabi-niche-perfume-edp-100-ml-03.jpg","P-PANA-DORA---FOREVER-LOVE.jpg","https://www.dufteriet.no/2025/08/pana-dora-forever-love.html"
"P","PANA DORA - GRAND MUSK","https://panadora.se/cdn/shop/files/PanaDora_GrandMusk_InstagramStoriesVerticalFormat_grande.jpg?v=1706264264","P-PANA-DORA---GRAND-MUSK.jpg","https://www.dufteriet.no/2025/08/pana-dora-grand-musk.html"
"P","PANA DORA - MOONLIGHT","https://www.xn--ssskind-n2a.de/media/image/product/1148/md/moonlight-probe-abfuellung-2ml-von-pana-dora.jpg","P-PANA-DORA---MOONLIGHT.jpg","https://www.dufteriet.no/2025/08/pana-dora-moonlight.html"
"P","PANA DORA - OPULUXE","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQd5bNthW1Fn-vIuXIjVNVboLHw8uSck2k8YQ&s","P-PANA-DORA---OPULUXE.jpg","https://www.dufteriet.no/2025/08/pana-dora-opuluxe.html"
"P","PANA DORA - SWEDISH WOOD EXTRAIT","https://lovecareskin.de/wp-content/uploads/2022/12/products-Pana-Dora-Swedish-Wood-Extrait-3.jpg","P-PANA-DORA---SWEDISH-WOOD-EXTRAIT.jpg","https://www.dufteriet.no/2025/08/pana-dora-swedish-wood-extrait.html"
"P","PARFUMS DE MARLY - BYERLEY","https://mediafiles.maxaroma.com/9cd29e92-4b8f-436f-ad1f-8e368b30dc1d/https://www.maxaroma.com/images/product-story/story-images/UP3700578509000_one.png?ver=1672240317","P-PARFUMS-DE-MARLY---BYERLEY.png","https://www.dufteriet.no/2025/08/parfums-de-marly-byerley.html"
"P","PARFUMS DE MARLY - CASTLEY","https://perpredb.sirv.com/magento/catalog/product/p/a/parfums_de_marly_castley_1_.jpg?q=80&canvas.width=600&canvas.height=600&canvas.color=ffffff&w=600&h=600","P-PARFUMS-DE-MARLY---CASTLEY.jpg","https://www.dufteriet.no/2025/08/parfums-de-marly-castley.html"
"P","PARFUMS DE MARLY - DARLEY","https://www.scentsangel.com/cdn/shop/files/UP3700578501004_1_750x.jpg?v=1747243781","P-PARFUMS-DE-MARLY---DARLEY.jpg","https://www.dufteriet.no/2025/08/parfums-de-marly-darley.html"
"P","PARFUMS DE MARLY - ORIANA","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3QmLOH7oFPGaREeyVttWgykAvWToMJp9Avw&s","P-PARFUMS-DE-MARLY---ORIANA.jpg","https://www.dufteriet.no/2025/08/parfums-de-marly-oriana.html"
"P","PARFUMS DE MARLY - PEGASUS","https://parfums-de-marly.com/cdn/shop/files/PEGASUS-PERFUME-125-PACK3-1x1.jpg?v=1751887788&width=1280","P-PARFUMS-DE-MARLY---PEGASUS.jpg","https://www.dufteriet.no/2025/08/parfums-de-marly-pegasus.html"
"P","PARFUMS DE MARLY - SEDLEY","https://tuxedo.no/cdn/shop/files/3_4dd8cf65-7dd1-42e1-a699-c8414cdda067.webp?v=1735771600&width=1445","P-PARFUMS-DE-MARLY---SEDLEY.webp","https://www.dufteriet.no/2025/08/parfums-de-marly-sedley.html"
"P","PARIS CORNER - NORTH STAG EXPRESSIONS IV QUATRE","https://www.aromaconcepts.co.uk/cdn/shop/products/NorthStagExpressionsIVQUARTE2.jpg?v=1749017125&width=1946","P-PARIS-CORNER---NORTH-STAG-EXPRESSIONS-IV-QUATRE.jpg","https://www.dufteriet.no/2025/08/paris-corner-north-stag-expressions-iv.html"
"P","PARIS CORNER - RIFAAQAT","https://orioudh.com/cdn/shop/files/rifaaqat-uni-edp-85ml-paris-corner-307698-55422897389899_2048x.jpg?v=1726329942","P-PARIS-CORNER---RIFAAQAT.jpg","https://www.dufteriet.no/2025/08/paris-corner-rifaaqat.html"
"R","ROGUE PERFUMERY - BON MONSIEUR","https://cdn.shopify.com/s/files/1/0658/2793/0347/files/IMG-3361.jpg?v=1695411343","R-ROGUE-PERFUMERY---BON-MONSIEUR.jpg","https://www.dufteriet.no/2025/08/rogue-perfumery-bon-monsieur.html"
"R","ROGUE PERFUMERY - FOUGERE L'AUBE","https://cdn.shopify.com/s/files/1/0658/2793/0347/files/fern.png?v=1755194006","R-ROGUE-PERFUMERY---FOUGERE-L'AUBE.png","https://www.dufteriet.no/2025/08/rogue-perfumery-fougere-laube.html"
"R","ROGUE PERFUMERY - TARGHEE FOREST","https://cdn.shopify.com/s/files/1/0658/2793/0347/files/tryagain2.jpg?v=1698436050","R-ROGUE-PERFUMERY---TARGHEE-FOREST.jpg","https://www.dufteriet.no/2025/08/rogue-perfumery-targhee-forest.html"
"R","ROJA LONDON - A MIDSUMMER DREAM","https://cdn4.beautinow.com/wp-content/uploads/2024/04/673.2.jpg","R-ROJA-LONDON---A-MIDSUMMER-DREAM.jpg","https://www.dufteriet.no/2025/08/roja-london-midsummer-dream.html"
"R","ROJA LONDON - APEX EAU INTENSE","https://rojalondon.com/cdn/shop/files/apex-eau-intense-eau-de-parfum-roja-parfums-670339.jpg?v=1753953158&width=1946","R-ROJA-LONDON---APEX-EAU-INTENSE.jpg","https://www.dufteriet.no/2025/08/roja-london-apex-eau-intense.html"
"R","ROJA LONDON - APEX EDP","https://m.media-amazon.com/images/I/51q7JewNbPL._UF894,1000_QL80_.jpg","R-ROJA-LONDON---APEX-EDP.jpg","https://www.dufteriet.no/2025/08/roja-london-apex-edp.html"
"R","ROJA LONDON - BURLINGTON 1819","https://cdn4.beautinow.com/wp-content/uploads/2024/04/674.2.jpg","R-ROJA-LONDON---BURLINGTON-1819.jpg","https://www.dufteriet.no/2025/08/roja-london-burlington-1819.html"
"R","ROJA LONDON - DANGER POUR HOMME PC","https://static1.sabinacdn.com/27675-thickbox_default/danger-pour-homme.jpg","R-ROJA-LONDON---DANGER-POUR-HOMME-PC.jpg","https://www.dufteriet.no/2025/08/roja-london-danger-pour-homme-pc.html"
"R","ROJA LONDON - ELYSIUM POUR HOMME EAU INTENSE","https://visionaryfragrances.com/cdn/shop/products/ROJAELYSIUMEILarge-984114_1200x1200.jpg?v=1689907199","R-ROJA-LONDON---ELYSIUM-POUR-HOMME-EAU-INTENSE.jpg","https://www.dufteriet.no/2025/08/roja-london-elysium-pour-homme-eau.html"
"R","ROJA LONDON - ELYSIUM POUR HOMME PC","https://static1.sabinacdn.com/27676-thickbox_default/elysium-pour-homme.jpg","R-ROJA-LONDON---ELYSIUM-POUR-HOMME-PC.jpg","https://www.dufteriet.no/2025/08/roja-london-elysium-pour-homme-pc.html"
"R","ROJA LONDON - ENIGMA PARFUM COLOGNE","https://myer-media.com.au/wcsstore/MyerCatalogAssetStore/images/15/151/1449/100/1/933742810/933742810_3_720x928.webp?w=1920&q=75","R-ROJA-LONDON---ENIGMA-PARFUM-COLOGNE.webp","https://www.dufteriet.no/2025/08/roja-london-enigma-parfum-cologne.html"
"R","ROJA LONDON - FETISH POUR HOMME","https://cdn.riah.ae/storage/upload/images/2024/04/18/6620b4a290d21.jpg","R-ROJA-LONDON---FETISH-POUR-HOMME.jpg","https://www.dufteriet.no/2025/08/roja-london-fetish-pour-homme.html"
"R","ROJA LONDON - ISOLA BLU","https://fredrikoglouisa.no/wp-content/uploads/2024/10/5056663800049_5.jpg","R-ROJA-LONDON---ISOLA-BLU.jpg","https://www.dufteriet.no/2025/08/roja-london-isola-blu.html"
"R","ROJA LONDON - RECKLESS PARFUM POUR HOMME","https://cdn.riah.ae/storage/upload/images/2023/08/24/64e6f88acd98e.jpg","R-ROJA-LONDON---RECKLESS-PARFUM-POUR-HOMME.jpg","https://www.dufteriet.no/2025/08/roja-london-reckless-parfum-pour-homme.html"
"R","ROJA LONDON - SCANDAL POUR HOMME PC","https://amarisbeauty.com/cdn/shop/products/5060370916894-d_800x.jpg?v=1707896119","R-ROJA-LONDON---SCANDAL-POUR-HOMME-PC.jpg","https://www.dufteriet.no/2025/08/blog-post_28.html"
"R","ROJA LONDON - VETIVER POUR HOMME PC","https://www.myperfumeshop.co.nz/cdn/shop/files/Roja_Parfums_Vetiver_Pour_Homme_Parfum_-_Google_Search_-_253.jpg?v=1702890229&width=2048","R-ROJA-LONDON---VETIVER-POUR-HOMME-PC.jpg","https://www.dufteriet.no/2025/08/roja-london-vetiver-pour-homme-pc.html"
"R","ROOM 1015 - POWER BALLAD","https://scentury.com/wp-content/uploads/2017/03/room1015-power-ballad-roberto-greco.jpg","R-ROOM-1015---POWER-BALLAD.jpg","https://www.dufteriet.no/2025/08/room-1015-power-ballad.html"
"S","SOSPIRO - BASSO","https://media.karousell.com/media/photos/products/2024/11/17/basso_by_sospiro_100ml__sealed_1731832803_d13c1d25_progressive","S-SOSPIRO---BASSO.jpg","https://www.dufteriet.no/2025/08/sospiro-basso.html"
"S","SOSPIRO - IL PADRINO","https://parfumexquis.com/cdn/shop/files/IlPadrinoSospiro_5.jpg?v=1750192972&width=1400","S-SOSPIRO---IL-PADRINO.jpg","https://www.dufteriet.no/2025/08/sospiro-il-padrino.html"
"S","STÉPHANE HUMBERT LUCAS - 2022 GENERATION HOMME","https://zgoperfumery.com/cdn/shop/files/ZGO_SHL_2022_generation_2.jpg?v=1750622806&width=1080","S-STÉPHANE-HUMBERT-LUCAS---2022-GENERATION-HOMME.jpg","https://www.dufteriet.no/2025/08/stephane-humbert-lucas-2022-generation.html"
"S","STÉPHANE HUMBERT LUCAS - GOD OF FIRE","https://www.scentedsamples.co.uk/cdn/shop/files/IMG-0968.jpg?v=1716215412&width=1946","S-STÉPHANE-HUMBERT-LUCAS---GOD-OF-FIRE.jpg","https://www.dufteriet.no/2025/08/stephane-humbert-lucas-god-of-fire.html"
"T","THE MERCHANT OF VENICE - ARABESQUE","https://www.myperfumeshop.co.nz/cdn/shop/files/pixelcut-export_4_a924596a-3ee5-481e-9214-c2a4d1cd117c.jpg?v=1717056856&width=1322","T-THE-MERCHANT-OF-VENICE---ARABESQUE.jpg","https://www.dufteriet.no/2025/08/the-merchant-of-venice-arabesque.html"
"T","TOM FORD - AZURE LIME","https://fredrikoglouisa.no/wp-content/uploads/2024/09/888066131438_2.jpg","T-TOM-FORD---AZURE-LIME.jpg","https://www.dufteriet.no/2025/08/tom-ford-azure-lime.html"
"T","TOM FORD - BLACK ORCHID PARFUM","https://cdn.paris-avenues.com/image/cache/catalog/Product2/888066112734-1.jpg-550x550.jpg","T-TOM-FORD---BLACK-ORCHID-PARFUM.jpg","https://www.dufteriet.no/2025/08/tom-ford-black-orchid-parfum.html"
"T","TOM FORD - CHERRY SMOKE","https://www.cityperfume.com.au/assets/alt_3/614318.webp?20250402160458","T-TOM-FORD---CHERRY-SMOKE.webp","https://www.dufteriet.no/2025/08/tom-ford-cherry-smoke.html"
"T","TOM FORD - FLEUR DE CHINE","https://cdn.riah.ae/storage/upload/images/2023/11/28/6565c88d2c38a.jpg","T-TOM-FORD---FLEUR-DE-CHINE.jpg","https://www.dufteriet.no/2025/08/tom-ford-fleur-de-chine.html"
"T","TOM FORD - FUCKING FABULOUS (EDP)","https://labelleperfumes.com/cdn/shop/products/TOM-FORD-FUCKING-FABULOUS_800x.jpg?v=1572894766","T-TOM-FORD---FUCKING-FABULOUS-(EDP).jpg","https://www.dufteriet.no/2025/08/tom-ford-fucking-fabulous-edp.html"
"T","TOM FORD - NEROLI PORTOFINO (EDP)","https://images.matas.dk/trs/wNaN//encode/888066008433_2_20231204163719.jpg","T-TOM-FORD---NEROLI-PORTOFINO-(EDP).jpg","https://www.dufteriet.no/2025/08/tom-ford-neroli-portofino-edp.html"
"T","TOM FORD - NOIR (EDP)","https://www.proshop.no/Images/1600x1200/2925126_c22506755ec5.jpg","T-TOM-FORD---NOIR-(EDP).jpg","https://www.dufteriet.no/2025/08/tom-ford-noir-edp.html"
"T","TOM FORD - NOIR EXTREME (EDP)","https://www.myperfumeshop.com.au/cdn/shop/products/tom-ford-noir-extreme-edp-perfume-for-them-251259.jpg?v=1626584435&width=800","T-TOM-FORD---NOIR-EXTREME-(EDP).jpg","https://www.dufteriet.no/2025/08/tom-ford-noir-extreme-edp.html"
"T","TOM FORD - OMBRÉ LEATHER PARFUM","https://www.kochparfymeri.no/cdn/shop/products/s888066117692_2_1100x.jpg?v=1646746932","T-TOM-FORD---OMBRÉ-LEATHER-PARFUM.jpg","https://www.dufteriet.no/2025/08/tom-ford-ombre-leather-parfum.html"
"T","TOM FORD - OUD MINERALE PRIVATE BLEND","https://images-cdn.ubuy.ae/63b6ff6b66b87c16c33f1c63-tom-ford-oud-minerale-eau-de-parfum.jpg","T-TOM-FORD---OUD-MINERALE-PRIVATE-BLEND.jpg","https://www.dufteriet.no/2025/08/tom-ford-oud-minerale-private-blend.html"
"T","TOM FORD - OUD WOOD","https://theperfumemag.com/wp-content/uploads/2023/10/Tom-Ford-Oud-Wood-3.jpg","T-TOM-FORD---OUD-WOOD.jpg","https://www.dufteriet.no/2025/08/tom-ford-oud-wood.html"
"T","TOM FORD - ROSE DE RUSSIE","https://glowupnation.com/cdn/shop/files/TomFordRoseDeRussieEauDeParfum50ml2.jpg?v=1725621955&width=1500","T-TOM-FORD---ROSE-DE-RUSSIE.jpg","https://www.dufteriet.no/2025/08/tom-ford-rose-de-russie.html"
"T","TOM FORD - TOBACCO VANILLE","https://www.kochparfymeri.no/cdn/shop/products/4_91bbcb38-940a-4bc5-81f0-82badd895031.jpg?v=1646921666","T-TOM-FORD---TOBACCO-VANILLE.jpg","https://www.dufteriet.no/2025/08/tom-ford-tobacco-vanille.html"
"T","TOM FORD - TUSCAN LEATHER","https://cdn.media.amplience.net/i/harryrosen/56730006-1?$pdp-m$&undefined&maxW=3840&fmt=auto","T-TOM-FORD---TUSCAN-LEATHER.jpg","https://www.dufteriet.no/2025/08/tom-ford-tuscan-leather.html"
"W","WIDIAN LONDON EAU DE PARFUM","https://cdn2.emporium.az/i/p/500/196190-500f64ba6c315389c9bafad24752d10e.jpg","W-WIDIAN-LONDON-EAU-DE-PARFUM.jpg","https://www.dufteriet.no/2025/08/widian-london-eau-de-parfum.html"
"X","XERJOFF - 40 KNOTS","https://amarisbeauty.com/cdn/shop/files/Untitleddesign_6_800x.png?v=1687682953","X-XERJOFF---40-KNOTS.png","https://www.dufteriet.no/2025/08/xerjoff-40-knots.html"
"X","XERJOFF - ALEXANDRIA III","https://m.media-amazon.com/images/I/71fiMRKuu4L._UF894,1000_QL80_.jpg","X-XERJOFF---ALEXANDRIA-III.jpg","https://www.dufteriet.no/2025/08/xerjoff-alexandria-iii.html"
"X","XERJOFF - KOBE","https://www.lajeteeperfumery.com/cdn/shop/products/image_d029d33d-b067-49e2-a6ae-1741dbba3d58.jpg?v=1632104688","X-XERJOFF---KOBE.jpg","https://www.dufteriet.no/2025/08/xerjoff-kobe.html"
"X","XERJOFF - LOUIS XV 1722","https://www.xerjoff.com/cdn/shop/files/gallery-xerjoff-louisxv-still.jpg?v=1747310464&width=1946","X-XERJOFF---LOUIS-XV-1722.jpg","https://www.dufteriet.no/2025/08/xerjoff-louis-xv-1722.html"
"X","XERJOFF - MAMLUK","https://www.xerjoff.com/cdn/shop/files/gallery-xerjoff-mamluk-still.jpg?v=1749825606&width=1946","X-XERJOFF---MAMLUK.jpg","https://www.dufteriet.no/2025/08/xerjoff-mamluk.html"
"X","XERJOFF - NIO","https://www.xn--ssskind-n2a.de/media/image/product/37/lg/shooting-stars-nio-abfuellung-2ml-von-xerjoff.jpg","X-XERJOFF---NIO.jpg","https://www.dufteriet.no/2025/08/xerjoff-nio.html"
"X","XERJOFF - TONY IOMMI MONKEY SPECIAL","https://www.xerjoff.com/cdn/shop/files/gallery-xerjoff-monkeyspecial-still.jpg?v=1747301790&width=1946","X-XERJOFF---TONY-IOMMI-MONKEY-SPECIAL.jpg","https://www.dufteriet.no/2025/08/xerjoff-tony-iommi-monkey-special.html"
"X","XERJOFF - TORINO21","https://www.cityperfume.com.au/assets/alt_1/901211.jpg?20250114082117","X-XERJOFF---TORINO21.jpg","https://www.dufteriet.no/2025/08/xerjoff-torino21.html"
"X","XERJOFF - TORINO22","https://kvapniosdalybos.lt/cdn/shop/products/torino222.jpg?v=1753907806","X-XERJOFF---TORINO22.jpg","https://www.dufteriet.no/2025/08/xerjoff-torino22.html"
"X","XERJOFF - XJ 1861 NAXOS","https://i.pinimg.com/564x/a7/1c/39/a71c39039ac9330bc01e844f23573a76.jpg","X-XERJOFF---XJ-1861-NAXOS.jpg","https://www.dufteriet.no/2025/08/xerjoff-xj-1861-naxos.html"
"Y","YVES SAINT LAURENT - KOUROS","https://images.squarespace-cdn.com/content/v1/628dfe7bb3a5095d9c416d06/1695735554567-K7Z843EJMMV40XW0ZDKB/Yves-Saint-Laurent-Kouros-1280x720.jpg?format=1000w","Y-YVES-SAINT-LAURENT---KOUROS.jpg","https://www.dufteriet.no/2025/08/yves-saint-laurent-kouros.html"
"Y","YVES SAINT LAURENT - Y EDP","https://cdn.blivakker.no/Media/Product/Image/750/346692b9-c8c2-474b-b90e-029343ce470f_32.jpeg","Y-YVES-SAINT-LAURENT---Y-EDP.jpeg","https://www.dufteriet.no/2025/08/yves-saint-laurent-y-edp.html"
"Z","ZIMAYA - SHARAF BLEND","https://images.finncdn.no/dynamic/1280w/bb/bb6c0af0-b73d-470c-8b6e-e33a0cc5102f","Z-ZIMAYA---SHARAF-BLEND.jpg","https://www.dufteriet.no/2025/08/zimaya-sharaf-blend.html"
"Z","ZOOLOGIST - BEAVER MAPLE EDITION","https://www.zoologistperfumes.com/cdn/shop/files/Scent-Beaver-Maple_2000x.jpg?v=1738268350","Z-ZOOLOGIST---BEAVER-MAPLE-EDITION.jpg","https://www.dufteriet.no/2025/08/zoologist-beaver-maple-edition.html"
"Z","ZOOLOGIST - KING COBRA","https://fimgs.net/himg/o.9VwBstbsHwY.jpg","Z-ZOOLOGIST---KING-COBRA.jpg","https://www.dufteriet.no/2025/08/zoologist-king-cobra.html"
"Z","ZOOLOGIST - PENGUIN","https://fimgs.net/mdimg/perfume-thumbs/375x500.88917.jpg","Z-ZOOLOGIST---PENGUIN.jpg","https://www.dufteriet.no/2025/08/zoologist-penguin.html"
"Z","ZOOLOGIST - RABBIT","https://fimgs.net/mdimg/perfume/o.91167.jpg","Z-ZOOLOGIST---RABBIT.jpg","https://www.dufteriet.no/2025/08/zoologist-rabbit.html"
"Z","ZOOLOGIST - TIGER","https://fimgs.net/mdimg/perfume-thumbs/375x500.80103.jpg","Z-ZOOLOGIST---TIGER.jpg","https://www.dufteriet.no/2025/08/zoologist-tiger.html"
